Index,SIVBOpen,SIVB.High,SIVB.Low,SIVB.Close,SIVBVolume,SIVB.WAP,SIVB.hasGaps,SIVB.Count
10/31/2022 10:35,227.55,227.7,227.4,227.51,22,227.564,0,22
10/31/2022 10:35,227.4,227.4,227.36,227.36,3,227.375,0,3
10/31/2022 10:36,227.36,227.36,227.36,227.36,0,227.36,0,0
10/31/2022 10:36,227.39,227.75,227.39,227.75,5,227.514,0,5
10/31/2022 10:37,228.2,228.37,228.03,228.37,9,228.207,0,8
10/31/2022 10:37,228.34,228.76,228.34,228.76,6,228.557,0,4
10/31/2022 10:38,228.76,228.76,228.76,228.76,0,228.76,0,0
10/31/2022 10:38,228.49,228.99,228.49,228.99,3,228.745,0,3
10/31/2022 10:39,228.81,229.2,228.81,229.06,6,229.027,0,6
10/31/2022 10:39,229.06,229.06,229.06,229.06,0,229.06,0,0
10/31/2022 10:40,228.9,228.98,228.84,228.84,6,228.923,0,6
10/31/2022 10:40,228.98,229.02,228.63,228.63,19,228.929,0,19
10/31/2022 10:41,228.63,228.63,228.63,228.63,0,228.63,0,0
10/31/2022 10:41,228.79,228.79,228.57,228.57,13,228.725,0,13
10/31/2022 10:42,228.36,228.58,228.36,228.57,6,228.501,0,6
10/31/2022 10:42,228.22,228.22,228.22,228.22,1,228.22,0,1
10/31/2022 10:43,228.4,228.94,228.4,228.94,18,228.618,0,16
10/31/2022 10:43,228.91,229.06,228.91,228.91,6,228.952,0,6
10/31/2022 10:44,228.98,228.98,228.98,228.98,1,228.98,0,1
10/31/2022 10:44,228.9,228.94,228.71,228.85,16,228.831,0,13
10/31/2022 10:45,228.78,228.83,228.42,228.6,40,228.672,0,24
10/31/2022 10:45,228.64,228.8,228.5,228.74,63,228.626,0,42
10/31/2022 10:46,228.66,229.23,228.66,228.9,52,228.787,0,21
10/31/2022 10:46,229.07,229.13,228.79,228.83,25,229.016,0,13
10/31/2022 10:47,228.8,229.05,228.46,228.46,64,228.727,0,34
10/31/2022 10:47,228.61,228.65,228.35,228.54,45,228.48,0,31
10/31/2022 10:48,228.48,228.48,228.14,228.24,25,228.269,0,16
10/31/2022 10:48,228.28,228.43,228,228,21,228.276,0,12
10/31/2022 10:49,228.2,228.35,228.09,228.27,62,228.179,0,31
10/31/2022 10:49,228.23,228.32,228.16,228.24,36,228.245,0,17
10/31/2022 10:50,228.27,228.52,228.27,228.52,9,228.365,0,9
10/31/2022 10:50,228.54,228.89,228.47,228.75,21,228.592,0,18
10/31/2022 10:51,228.7,229.12,228.45,229.11,84,228.769,0,56
10/31/2022 10:51,229.12,229.35,228.95,229.34,43,229.171,0,32
10/31/2022 10:52,229.51,229.62,229.5,229.6,11,229.58,0,11
10/31/2022 10:52,229.6,229.6,229.6,229.6,0,229.6,0,0
10/31/2022 10:53,230,230.01,229.92,229.92,7,229.975,0,6
10/31/2022 10:53,230.14,230.14,230.14,230.14,2,230.14,0,2
10/31/2022 10:54,229.9,229.99,229.49,229.59,13,229.717,0,9
10/31/2022 10:54,229.59,229.59,229.59,229.59,0,229.59,0,0
10/31/2022 10:55,229.52,229.52,229.15,229.34,12,229.268,0,12
10/31/2022 10:55,229.06,229.34,229.06,229.34,3,229.153,0,3
10/31/2022 10:56,229.35,229.35,229.35,229.35,1,229.35,0,1
10/31/2022 10:56,229.5,229.72,229.5,229.72,4,229.565,0,4
10/31/2022 10:57,230.01,230.01,230.01,230.01,1,230.01,0,1
10/31/2022 10:57,230.01,230.01,230.01,230.01,0,230.01,0,0
10/31/2022 10:58,230.22,230.48,230.21,230.45,6,230.384,0,5
10/31/2022 10:58,230.39,230.71,230.38,230.71,7,230.572,0,7
10/31/2022 10:59,230.57,230.57,230.57,230.57,1,230.57,0,1
10/31/2022 10:59,230.24,230.24,230.06,230.06,2,230.15,0,2
10/31/2022 11:00,229.86,229.86,229.77,229.77,2,229.813,0,2
10/31/2022 11:00,229.81,229.81,229.81,229.81,1,229.81,0,1
10/31/2022 11:01,229.92,230.28,229.92,230.28,3,230.073,0,3
10/31/2022 11:01,230.28,230.28,230.28,230.28,0,230.28,0,0
10/31/2022 11:02,230.36,230.36,230.07,230.08,6,230.205,0,6
10/31/2022 11:02,229.9,230.35,229.9,230.35,8,230.139,0,8
10/31/2022 11:03,230.61,230.61,230.6,230.6,2,230.605,0,2
10/31/2022 11:03,230.56,230.56,230.56,230.56,1,230.56,0,1
10/31/2022 11:04,230.56,230.56,230.56,230.56,0,230.56,0,0
10/31/2022 11:04,230.79,230.79,230.79,230.79,1,230.79,0,1
10/31/2022 11:05,230.9,230.9,230.9,230.9,1,230.9,0,1
10/31/2022 11:05,230.44,230.99,230.44,230.99,14,230.529,0,14
10/31/2022 11:06,230.97,231.27,230.97,231.27,5,231.182,0,5
10/31/2022 11:06,231.47,231.47,231.47,231.47,1,231.47,0,1
10/31/2022 11:07,231.42,231.43,231.42,231.43,12,231.42,0,9
10/31/2022 11:07,231.44,231.45,231.44,231.45,2,231.443,0,2
10/31/2022 11:08,231.42,231.42,231.24,231.32,14,231.322,0,10
10/31/2022 11:08,231.32,231.32,231.11,231.11,7,231.231,0,7
10/31/2022 11:09,231.1,231.22,230.78,230.78,118,231.036,0,93
10/31/2022 11:09,230.76,230.82,230.76,230.82,2,230.79,0,2
10/31/2022 11:10,230.72,230.72,230.72,230.72,3,230.72,0,1
10/31/2022 11:10,230.66,230.84,230.66,230.73,12,230.723,0,11
10/31/2022 11:11,230.75,230.97,230.72,230.84,55,230.803,0,28
10/31/2022 11:11,230.99,230.99,230.74,230.75,68,230.868,0,38
10/31/2022 11:12,230.82,230.82,230.67,230.75,50,230.716,0,30
10/31/2022 11:12,230.57,230.57,230.34,230.35,65,230.42,0,42
10/31/2022 11:13,230.31,230.32,230.14,230.15,24,230.235,0,21
10/31/2022 11:13,230.12,230.25,230.12,230.24,26,230.208,0,24
10/31/2022 11:14,230.31,230.31,230.12,230.18,23,230.203,0,19
10/31/2022 11:14,230.12,230.12,230.05,230.05,31,230.07,0,10
10/31/2022 11:15,230.12,230.31,230.12,230.28,27,230.239,0,25
10/31/2022 11:15,230.34,230.38,229.99,230,34,230.231,0,26
10/31/2022 11:16,230,230.05,230,230.05,3,230.017,0,3
10/31/2022 11:16,230.01,230.22,230.01,230.22,5,230.088,0,5
10/31/2022 11:17,230.16,230.16,230.07,230.07,7,230.098,0,7
10/31/2022 11:17,230.07,230.07,230.07,230.07,1,230.07,0,1
10/31/2022 11:18,230.12,230.12,230.12,230.12,3,230.12,0,2
10/31/2022 11:18,230.13,230.14,230.13,230.14,3,230.135,0,3
10/31/2022 11:19,230.15,230.15,230.14,230.15,4,230.147,0,3
10/31/2022 11:19,230.14,230.14,230.08,230.09,8,230.107,0,6
10/31/2022 11:20,230.09,230.09,229.77,229.77,13,229.9,0,13
10/31/2022 11:20,229.91,229.95,229.91,229.95,4,229.928,0,4
10/31/2022 11:21,229.87,229.87,229.75,229.78,4,229.818,0,4
10/31/2022 11:21,229.71,229.89,229.49,229.74,25,229.605,0,12
10/31/2022 11:22,229.93,230.53,229.93,230.41,44,230.145,0,36
10/31/2022 11:22,230.62,230.62,230.61,230.62,4,230.615,0,2
10/31/2022 11:23,230.62,231,230.62,230.83,14,230.814,0,13
10/31/2022 11:23,230.98,231.14,230.97,231.14,3,231.03,0,3
10/31/2022 11:24,231.13,231.39,231.13,231.39,9,231.266,0,9
10/31/2022 11:24,231.41,231.42,231.08,231.08,25,231.219,0,25
10/31/2022 11:25,231.15,231.25,231.15,231.15,19,231.194,0,16
10/31/2022 11:25,231.07,231.07,230.9,230.9,9,230.983,0,9
10/31/2022 11:26,230.78,230.78,230.77,230.78,1,230.775,0,1
10/31/2022 11:26,230.73,230.73,230.72,230.73,1,230.725,0,1
10/31/2022 11:27,230.73,230.93,230.67,230.9,13,230.774,0,11
10/31/2022 11:27,230.9,230.9,230.89,230.9,8,230.895,0,7
10/31/2022 11:28,230.9,231.05,230.82,230.89,51,230.912,0,42
10/31/2022 11:28,230.92,230.92,230.88,230.89,6,230.91,0,5
10/31/2022 11:29,230.88,230.88,230.88,230.88,7,230.88,0,7
10/31/2022 11:29,230.88,230.88,230.88,230.88,0,230.88,0,0
10/31/2022 11:30,230.68,230.68,230.6,230.6,2,230.64,0,2
10/31/2022 11:30,230.66,230.66,230.57,230.58,4,230.599,0,4
10/31/2022 11:31,230.54,230.54,230.53,230.54,2,230.535,0,2
10/31/2022 11:31,230.54,230.64,230.5,230.64,13,230.545,0,12
10/31/2022 11:32,230.65,230.65,230.64,230.65,1,230.645,0,1
10/31/2022 11:32,230.56,230.56,230.55,230.56,1,230.555,0,1
10/31/2022 11:33,230.39,230.39,230.39,230.39,1,230.39,0,1
10/31/2022 11:33,230.19,230.19,230.08,230.18,10,230.122,0,8
10/31/2022 11:34,230.09,230.09,230.06,230.06,5,230.069,0,4
10/31/2022 11:34,230.06,230.07,230.06,230.06,1,230.065,0,1
10/31/2022 11:35,230.19,230.19,230.06,230.06,4,230.159,0,2
10/31/2022 11:35,229.94,229.94,229.93,229.93,3,229.933,0,3
10/31/2022 11:36,230,230.52,229.86,230.52,20,230.145,0,17
10/31/2022 11:36,230.74,230.78,230.64,230.78,7,230.705,0,7
10/31/2022 11:37,230.73,230.83,230.72,230.8,4,230.77,0,4
10/31/2022 11:37,230.77,230.78,230.76,230.78,2,230.77,0,2
10/31/2022 11:38,230.78,230.78,230.65,230.67,11,230.713,0,10
10/31/2022 11:38,230.63,230.63,230.36,230.6,25,230.485,0,21
10/31/2022 11:39,230.48,230.53,230.34,230.39,54,230.413,0,30
10/31/2022 11:39,230.39,230.39,230.39,230.39,0,230.39,0,0
10/31/2022 11:40,230.47,230.49,230.47,230.49,2,230.48,0,2
10/31/2022 11:40,230.47,230.69,230.47,230.67,16,230.622,0,14
10/31/2022 11:41,230.76,230.76,230.7,230.7,3,230.737,0,3
10/31/2022 11:41,230.71,230.75,230.7,230.75,4,230.715,0,4
10/31/2022 11:42,230.9,230.9,230.72,230.78,12,230.793,0,10
10/31/2022 11:42,230.78,230.79,230.56,230.62,30,230.684,0,21
10/31/2022 11:43,230.74,230.8,230.61,230.8,28,230.694,0,20
10/31/2022 11:43,230.72,230.72,230.54,230.56,24,230.612,0,17
10/31/2022 11:44,230.56,230.63,230.55,230.59,15,230.583,0,13
10/31/2022 11:44,230.58,230.67,230.57,230.63,8,230.594,0,7
10/31/2022 11:45,230.63,230.63,230.29,230.35,48,230.388,0,24
10/31/2022 11:45,230.32,230.78,230.31,230.59,21,230.553,0,18
10/31/2022 11:46,230.34,230.34,230.34,230.34,2,230.34,0,1
10/31/2022 11:46,230.34,230.34,230.34,230.34,0,230.34,0,0
10/31/2022 11:47,230.42,230.51,230.33,230.4,6,230.407,0,6
10/31/2022 11:47,230.52,230.56,230.52,230.56,3,230.542,0,3
10/31/2022 11:48,230.46,230.47,230.22,230.38,14,230.332,0,10
10/31/2022 11:48,230.34,230.34,230.19,230.27,16,230.281,0,12
10/31/2022 11:49,230.24,230.39,230.23,230.39,20,230.252,0,5
10/31/2022 11:49,230.35,230.43,230.33,230.4,41,230.379,0,27
10/31/2022 11:50,230.39,230.6,230.39,230.47,32,230.471,0,17
10/31/2022 11:50,230.45,230.69,230.4,230.69,69,230.443,0,39
10/31/2022 11:51,230.77,230.77,230.59,230.65,28,230.672,0,21
10/31/2022 11:51,230.58,230.96,230.57,230.88,44,230.725,0,27
10/31/2022 11:52,230.83,230.83,230.82,230.83,4,230.825,0,3
10/31/2022 11:52,230.93,230.96,230.92,230.95,6,230.945,0,6
10/31/2022 11:53,230.92,231.09,230.81,230.81,10,230.933,0,10
10/31/2022 11:53,230.78,230.89,230.78,230.89,14,230.859,0,4
10/31/2022 11:54,230.78,231.32,230.78,231.32,28,230.93,0,23
10/31/2022 11:54,231.5,231.5,231.5,231.5,1,231.5,0,1
10/31/2022 11:55,231.5,231.5,231.5,231.5,0,231.5,0,0
10/31/2022 11:55,232.09,232.15,232.09,232.15,3,232.13,0,3
10/31/2022 11:56,232.19,232.19,231.86,231.86,11,232.08,0,8
10/31/2022 11:56,231.86,231.86,231.86,231.86,0,231.86,0,0
10/31/2022 11:57,231.57,231.69,231.31,231.54,8,231.517,0,8
10/31/2022 11:57,231.54,231.54,231.54,231.54,0,231.54,0,0
10/31/2022 11:58,231.47,231.47,231.17,231.17,5,231.332,0,5
10/31/2022 11:58,230.84,230.84,230.24,230.57,17,230.424,0,17
10/31/2022 11:59,230.38,230.51,230.38,230.51,2,230.443,0,2
10/31/2022 11:59,230.62,230.79,230.58,230.79,7,230.641,0,6
10/31/2022 12:00,230.79,230.79,230.79,230.79,0,230.79,0,0
10/31/2022 12:00,230.59,230.59,230.55,230.56,2,230.573,0,2
10/31/2022 12:01,230.56,230.56,230.56,230.56,0,230.56,0,0
10/31/2022 12:01,230.56,230.56,230.56,230.56,0,230.56,0,0
10/31/2022 12:02,230.98,231,230.76,230.76,3,230.913,0,3
10/31/2022 12:02,230.76,230.76,230.76,230.76,0,230.76,0,0
10/31/2022 12:03,231,231,230.74,230.91,13,230.846,0,13
10/31/2022 12:03,230.91,230.91,230.91,230.91,0,230.91,0,0
10/31/2022 12:04,230.92,231.22,230.9,231.22,14,231.043,0,14
10/31/2022 12:04,231.22,231.22,231.2,231.21,2,231.21,0,2
10/31/2022 12:05,231.05,231.05,231.05,231.05,1,231.05,0,1
10/31/2022 12:05,231.03,231.03,231.03,231.03,2,231.03,0,2
10/31/2022 12:06,230.84,231,230.84,231,4,230.913,0,4
10/31/2022 12:06,230.9,230.9,230.9,230.9,1,230.9,0,1
10/31/2022 12:07,230.71,230.9,230.71,230.9,3,230.773,0,3
10/31/2022 12:07,230.9,230.9,230.9,230.9,0,230.9,0,0
10/31/2022 12:08,230.9,230.9,230.9,230.9,0,230.9,0,0
10/31/2022 12:08,230.7,230.79,230.52,230.75,9,230.637,0,6
10/31/2022 12:09,230.68,231.1,230.68,231,8,230.979,0,8
10/31/2022 12:09,231,231,231,231,0,231,0,0
10/31/2022 12:10,230.74,230.74,230.74,230.74,1,230.74,0,1
10/31/2022 12:10,230.86,231.13,230.78,231.13,40,230.946,0,27
10/31/2022 12:11,231.02,231.14,231.02,231.07,23,231.063,0,8
10/31/2022 12:11,231.07,231.28,231.07,231.26,34,231.244,0,13
10/31/2022 12:12,231.37,231.55,231.21,231.38,33,231.368,0,28
10/31/2022 12:12,231.39,231.39,231.39,231.39,1,231.39,0,1
10/31/2022 12:13,231.4,231.56,231.13,231.28,18,231.329,0,16
10/31/2022 12:13,231.34,231.34,231.2,231.32,3,231.291,0,3
10/31/2022 12:14,231.31,231.56,231.2,231.2,58,231.316,0,45
10/31/2022 12:14,231.52,232.06,231.52,232.02,40,231.862,0,29
10/31/2022 12:15,232.12,232.12,232.08,232.09,2,232.105,0,2
10/31/2022 12:15,232.2,232.2,232.2,232.2,1,232.2,0,1
10/31/2022 12:16,232.2,232.2,232.04,232.14,14,232.158,0,13
10/31/2022 12:16,232.09,232.09,232.09,232.09,1,232.09,0,1
10/31/2022 12:17,232.18,232.25,232.05,232.22,22,232.148,0,22
10/31/2022 12:17,232.22,232.22,232.22,232.22,0,232.22,0,0
10/31/2022 12:18,232.18,232.21,232.18,232.21,2,232.193,0,2
10/31/2022 12:18,232.21,232.21,232.21,232.21,1,232.21,0,1
10/31/2022 12:19,232.01,232.02,231.8,232,22,231.955,0,20
10/31/2022 12:19,232.01,232.01,232.01,232.01,1,232.01,0,1
10/31/2022 12:20,231.76,231.76,231.43,231.43,7,231.57,0,7
10/31/2022 12:20,231.75,231.77,231.53,231.64,11,231.633,0,11
10/31/2022 12:21,231.75,231.76,231.75,231.75,1,231.753,0,1
10/31/2022 12:21,231.92,231.92,231.92,231.92,1,231.92,0,1
10/31/2022 12:22,231.87,231.92,231.87,231.92,2,231.895,0,2
10/31/2022 12:22,231.74,231.74,231.71,231.71,2,231.725,0,2
10/31/2022 12:23,231.79,231.79,231.3,231.3,8,231.54,0,8
10/31/2022 12:23,231.45,231.45,231.34,231.34,2,231.395,0,2
10/31/2022 12:24,231.34,231.34,231.34,231.34,0,231.34,0,0
10/31/2022 12:24,231.34,231.34,231.34,231.34,0,231.34,0,0
10/31/2022 12:25,231.47,231.47,231.04,231.04,14,231.276,0,14
10/31/2022 12:25,231.1,231.27,230.96,231.27,14,231.133,0,13
10/31/2022 12:26,231.12,231.27,230.96,230.96,24,231.098,0,22
10/31/2022 12:26,231.04,231.2,231,231.05,30,231.045,0,28
10/31/2022 12:27,231.22,231.22,231.16,231.16,4,231.19,0,4
10/31/2022 12:27,231.16,231.35,231.16,231.26,8,231.238,0,7
10/31/2022 12:28,231.24,231.24,231.04,231.04,7,231.071,0,7
10/31/2022 12:28,231.16,231.19,231.15,231.19,5,231.166,0,5
10/31/2022 12:29,230.97,230.97,230.97,230.97,1,230.97,0,1
10/31/2022 12:29,230.98,231.13,230.98,231,15,231.035,0,15
10/31/2022 12:30,230.98,230.98,230.97,230.98,1,230.975,0,1
10/31/2022 12:30,230.97,230.97,230.81,230.85,5,230.85,0,5
10/31/2022 12:31,230.85,230.97,230.85,230.97,3,230.922,0,3
10/31/2022 12:31,230.97,230.97,230.97,230.97,0,230.97,0,0
10/31/2022 12:32,230.97,230.97,230.97,230.97,0,230.97,0,0
10/31/2022 12:32,231.1,231.1,230.94,230.94,2,231.02,0,2
10/31/2022 12:33,230.84,230.84,230.84,230.84,1,230.84,0,1
10/31/2022 12:33,231.03,231.03,230.9,231.03,4,230.998,0,4
10/31/2022 12:34,230.94,230.94,230.7,230.89,4,230.808,0,4
10/31/2022 12:34,230.57,230.57,230.39,230.5,3,230.488,0,3
10/31/2022 12:35,230.5,230.5,230.5,230.5,0,230.5,0,0
10/31/2022 12:35,230.55,230.61,230.55,230.61,2,230.58,0,2
10/31/2022 12:36,230.68,230.9,230.68,230.76,9,230.761,0,8
10/31/2022 12:36,230.76,230.76,230.76,230.76,0,230.76,0,0
10/31/2022 12:37,230.55,230.55,230.55,230.55,1,230.55,0,1
10/31/2022 12:37,230.55,230.55,230.55,230.55,0,230.55,0,0
